component_id,area,perimeter,circularity,solidity,elongation,aspect_ratio,skeleton_length,mean_blackhat,mean_gray,std_gray,passes_filter,is_elongated,is_high_contrast,image,date
1,6061,403.899494767189,0.46688242741016134,0.9511180855237348,9.920999209676308,0.24242424242424243,354,21.246493977891436,0.0,0.0,False,False,False,larva_006,18.10
1,17307,813.4183913469315,0.32870301118658796,0.7306693686276993,8.919123425659537,1.2882882882882882,669,4.449644652452765,0.0,0.0,True,True,False,larva_007,18.10
2,8,7.656854152679443,1.7147432482071245,2.0,1.414213626312762,1.3333333333333333,2,255.0,0.0,0.0,True,False,True,larva_007,18.10
1,2296,206.0,0.6799035472374555,0.884437596302003,1.0,0.75,211,43.869773519163765,0.0,0.0,True,False,True,larva_008,18.10
1,5263,340.6101727485657,0.570069761226277,0.7744261330194232,2.236380531898692,0.6293103448275862,274,6.880106403192096,0.0,0.0,True,True,False,larva_009,18.10
1,2142,197.41421353816986,0.6906730249418144,0.8816628935995061,1.0960632347952708,0.8363636363636363,173,22.61904761904762,0.0,0.0,False,False,False,larva_010,18.10
2,14,11.899494767189026,1.2424555345051307,1.5555555555555556,2.0149757162978186,1.0,2,255.0,0.0,0.0,True,False,True,larva_010,18.10
1,6838,366.811182141304,0.6386366341533362,0.7673661766356189,1.5565298109416734,0.8148148148148148,492,36.80681485814566,0.0,0.0,True,True,False,larva_001,18.10
2,10,9.071067690849304,1.527189918454808,1.8181818181818181,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_001,18.10
3,5,5.656854152679443,1.9634954757012075,2.5,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_001,18.10
4,5,5.656854152679443,1.9634954757012075,2.5,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_001,18.10
5,15,11.899494767189026,1.331202358398354,1.5789473684210527,1.2909944410228498,1.0,2,255.0,0.0,0.0,True,False,True,larva_001,18.10
6,10,14.142135381698608,0.6283185522243865,1.25,2.4189505089002528,0.6666666666666666,4,255.0,0.0,0.0,True,False,True,larva_001,18.10
7,10,9.071067690849304,1.527189918454808,1.8181818181818181,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_001,18.10
8,5,5.656854152679443,1.9634954757012075,2.5,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_001,18.10
1,1255,144.0,0.7605514622405846,0.9751359751359752,1.0,0.85,106,21.944223107569723,0.0,0.0,False,False,False,larva_002,18.10
1,52459,2248.3098715543747,0.13041199449467816,0.34709682968707095,2.425944187150912,0.485414235705951,2342,6.49421452944204,0.0,0.0,True,True,False,larva_003,18.10
2,5,5.656854152679443,1.9634954757012075,2.5,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_003,18.10
3,5,5.656854152679443,1.9634954757012075,2.5,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_003,18.10
4,8,8.485281229019165,1.3962634493875254,2.0,1.0,1.0,2,255.0,0.0,0.0,True,False,True,larva_003,18.10
1,3249,298.0,0.4597556205357073,0.9336206896551724,1.0,0.24793388429752067,247,47.32686980609418,0.0,0.0,True,False,True,larva_004,18.10
1,15765,757.6782771348953,0.3450914242798334,0.716721222040371,8.141162192965218,1.2548076923076923,596,4.059942911512845,0.0,0.0,True,True,False,larva_005,18.10
2,8,8.485281229019165,1.3962634493875254,2.0,1.0,1.0,2,255.0,0.0,0.0,True,False,True,larva_005,18.10
1,1278,146.0,0.7534162903523655,0.9638009049773756,1.0,0.875,107,6.983568075117371,0.0,0.0,False,False,False,larva_006,18.10
1,5567,369.79898965358734,0.5115636116042803,0.6375765905056405,1.2962350456823384,1.3012048192771084,380,29.86527752829172,0.0,0.0,False,False,False,larva_007,18.10
2,5,5.656854152679443,1.9634954757012075,2.5,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_007,18.10
3,174,52.76955163478851,0.785221719864153,1.0235294117647058,1.5832431067243486,1.0625,6,255.0,0.0,0.0,True,False,True,larva_007,18.10
4,5,5.656854152679443,1.9634954757012075,2.5,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_007,18.10
5,10,9.071067690849304,1.527189918454808,1.8181818181818181,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_007,18.10
6,43,27.213203072547913,0.7296574054839637,1.048780487804878,1.3840715812050115,1.125,7,255.0,0.0,0.0,True,False,True,larva_007,18.10
7,25,19.55634880065918,0.8214371184249228,1.2195121951219512,1.3819384849536422,0.75,5,255.0,0.0,0.0,True,False,True,larva_007,18.10
8,5,5.656854152679443,1.9634954757012075,2.5,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_007,18.10
9,13,16.14213538169861,0.6269476020449345,1.2380952380952381,2.835663985668587,0.5714285714285714,5,255.0,0.0,0.0,True,False,True,larva_007,18.10
1,6633,400.267027258873,0.520259752251481,0.6238713318284425,1.5497402131023659,1.0,421,19.068294889190412,0.0,0.0,True,True,False,larva_008,18.10
2,5,5.656854152679443,1.9634954757012075,2.5,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_008,18.10
3,10,9.071067690849304,1.527189918454808,1.8181818181818181,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_008,18.10
4,5,5.656854152679443,1.9634954757012075,2.5,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_008,18.10
5,376,137.13708245754242,0.2512394866860257,0.6708296164139161,1.869543556811832,1.1666666666666667,66,255.0,0.0,0.0,True,True,True,larva_008,18.10
6,41,33.69848394393921,0.45370440406301105,0.82,1.3215655115868927,0.7272727272727273,8,255.0,0.0,0.0,True,False,True,larva_008,18.10
7,39,23.55634868144989,0.883198906724941,1.278688524590164,1.4553418716480033,1.125,7,255.0,0.0,0.0,True,False,True,larva_008,18.10
1,1586,161.41421353816986,0.7649437457253421,0.985399192295744,1.1470773519244157,0.7659574468085106,133,12.862547288776797,0.0,0.0,False,False,False,larva_001,18.10
1,2289,210.0,0.6522544747453094,0.9214975845410628,1.0,1.8918918918918919,157,27.85058977719528,0.0,0.0,False,False,False,larva_002,18.10
1,1477,160.0,0.7250206795862694,0.9324494949494949,1.0,1.2162162162162162,117,6.733243060257278,0.0,0.0,False,False,False,larva_003,18.10
1,3017,250.72792196273804,0.6030867287691475,0.7433780953554269,1.2637731642341405,1.0,212,23.074245939675173,0.0,0.0,False,False,False,larva_004,18.10
1,9508,507.7472552061081,0.46345104777531104,0.7369400093008835,5.17907091491947,0.6353591160220995,418,6.195309213294069,0.0,0.0,True,True,False,larva_005,18.10
1,1529,162.0,0.7321285120162772,0.9438271604938272,1.0,1.2432432432432432,114,8.839110529758011,0.0,0.0,False,False,False,larva_006,18.10
1,1316,148.0,0.7549919525427625,0.9676470588235294,1.0,0.8536585365853658,121,26.546352583586625,0.0,0.0,False,False,False,larva_007,18.10
1,2066,182.72792196273804,0.7775536252629891,0.9507593189139438,1.177936147006082,1.1333333333333333,125,8.51645692158761,0.0,0.0,False,False,False,larva_008,18.10
1,5033,367.41421353816986,0.468516497740802,0.9448094612352168,2.579431138195636,0.2483221476510067,323,21.6848797933638,0.0,0.0,False,False,False,larva_009,18.10
1,18035,848.9747397899628,0.31443904863844446,0.7095365489023526,11.005508683461342,1.29004329004329,653,3.33684502356529,0.0,0.0,True,True,False,larva_010,18.10
1,1839,173.0710676908493,0.7715119326222588,0.96282722513089,1.425148483636315,1.1428571428571428,114,4.021207177814029,0.0,0.0,False,False,False,larva_011,18.10
1,10269,534.391918182373,0.451874937796694,0.5896471533978352,1.978770895771055,0.8641975308641975,625,31.735319894829097,0.0,0.0,True,True,False,larva_001,18.10
2,14,11.899494767189026,1.2424555345051307,1.5555555555555556,2.0149755563076868,1.0,2,255.0,0.0,0.0,True,False,True,larva_001,18.10
3,15,13.313708305358887,1.06341565106438,1.5,1.6497251410435922,1.5,2,255.0,0.0,0.0,True,False,True,larva_001,18.10
4,8,8.485281229019165,1.3962634493875254,2.0,1.0,1.0,2,255.0,0.0,0.0,True,False,True,larva_001,18.10
5,25,23.798989295959473,0.5546676604459828,1.0869565217391304,2.3654766928834197,1.2857142857142858,6,255.0,0.0,0.0,True,False,True,larva_001,18.10
6,10,14.142135381698608,0.6283185522243865,1.25,2.4189505089002528,1.5,4,255.0,0.0,0.0,True,False,True,larva_001,18.10
7,80,36.870057344436646,0.739523918298747,1.0526315789473684,1.5804938281158143,1.5,12,255.0,0.0,0.0,True,False,True,larva_001,18.10
8,16,14.727921843528748,0.9269299289660536,1.5238095238095237,2.4051312910842415,1.0,3,255.0,0.0,0.0,True,False,True,larva_001,18.10
9,5,5.656854152679443,1.9634954757012075,2.5,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_001,18.10
10,8,7.656854152679443,1.7147432482071245,2.0,1.414213626312762,0.75,2,255.0,0.0,0.0,True,False,True,larva_001,18.10
11,8,8.485281229019165,1.3962634493875254,2.0,1.0,1.0,2,255.0,0.0,0.0,True,False,True,larva_001,18.10
12,38,22.97056245803833,0.9050033809982047,1.1875,1.0398523105918542,1.0,3,255.0,0.0,0.0,True,False,True,larva_001,18.10
13,14,11.656854152679443,1.29471796527114,1.75,2.0,2.0,4,255.0,0.0,0.0,True,False,True,larva_001,18.10
14,44,25.55634891986847,0.8465739930097227,1.2222222222222223,1.9935425125759734,0.7,6,255.0,0.0,0.0,True,False,True,larva_001,18.10
15,15,17.55634880065918,0.6115510580344155,1.1538461538461537,2.22269127824284,1.4,5,255.0,0.0,0.0,True,False,True,larva_001,18.10
16,19,18.14213538169861,0.7254152112660337,1.2258064516129032,2.3614236428565523,1.6,5,255.0,0.0,0.0,True,False,True,larva_001,18.10
17,65,34.28427052497864,0.6949177327559914,1.0317460317460319,1.368799342692816,0.75,7,255.0,0.0,0.0,True,False,True,larva_001,18.10
18,5,5.656854152679443,1.9634954757012075,2.5,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_001,18.10
19,8,8.485281229019165,1.3962634493875254,2.0,1.0,1.0,2,255.0,0.0,0.0,True,False,True,larva_001,18.10
1,1176,140.0,0.7539822368615504,0.98,1.0,0.7560975609756098,111,15.395408163265305,0.0,0.0,False,False,False,larva_002,18.10
1,4723,350.8284270763397,0.48221227006310163,0.9375682382133995,2.4530228758635344,0.2624113475177305,290,24.08003387677324,0.0,0.0,False,False,False,larva_003,18.10
1,17161,822.3473224639893,0.31889072648686906,0.7046336406002998,12.367750896080981,1.3018018018018018,657,3.3581959093292935,0.0,0.0,True,True,False,larva_004,18.10
1,3465,241.15432751178741,0.7487261188614627,0.9108832807570978,1.6855694345391827,1.2333333333333334,190,5.004329004329004,0.0,0.0,False,False,False,larva_005,18.10
1,1844,174.82842707633972,0.7581352330746823,0.9596669268800416,1.225794491750854,0.875,142,7.605748373101952,0.0,0.0,False,False,False,larva_006,18.10
1,1466,162.0,0.7019623274139059,0.9049382716049382,1.0,1.2432432432432432,118,35.31036834924966,0.0,0.0,False,False,False,larva_001,18.10
1,25040,1177.9625449180603,0.22676771570110452,0.6134999387480093,13.72564420985865,2.366336633663366,1061,6.1102236421725244,0.0,0.0,True,True,False,larva_001,19.10
1,2681,223.55634880065918,0.6741129374160159,0.8517871326449563,1.556789339171831,1.34,179,17.50093248787766,0.0,0.0,False,False,False,larva_002,19.10
2,5,5.656854152679443,1.9634954757012075,2.5,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_002,19.10
1,4829,294.6518038511276,0.6989544288069021,0.9030388031790556,2.1338432764481152,1.28,222,5.703044108511079,0.0,0.0,False,False,False,larva_003,19.10
1,1056,132.0,0.761598219052071,0.9777777777777777,1.0,1.1935483870967742,81,14.730113636363637,0.0,0.0,False,False,False,larva_004,19.10
1,6782,421.5807349681854,0.4795193491941961,0.5618657056459965,1.3380633974695946,0.864,387,19.85255086994987,0.0,0.0,False,False,False,larva_005,19.10
2,24,15.899494647979736,1.1930385143016773,1.411764705882353,1.2731139521978403,1.0,1,255.0,0.0,0.0,True,False,True,larva_005,19.10
3,37,20.97056233882904,1.0572834523816685,1.2758620689655173,1.3072390295818115,1.0,3,255.0,0.0,0.0,True,False,True,larva_005,19.10
4,153,66.9116872549057,0.42943489591363937,0.8010471204188482,1.3972307460319509,1.1875,19,255.0,0.0,0.0,True,False,True,larva_005,19.10
5,5,5.656854152679443,1.9634954757012075,2.5,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_005,19.10
6,5,5.656854152679443,1.9634954757012075,2.5,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_005,19.10
7,10,9.071067690849304,1.527189918454808,1.8181818181818181,1.0,1.0,1,255.0,0.0,0.0,True,False,True,larva_005,19.10
1,962,126.0,0.7614543040446916,0.969758064516129,1.0,0.9696969696969697,78,6.626819126819127,0.0,0.0,False,False,False,larva_006,19.10
1,988,128.0,0.7577865092155067,0.9657869012707723,1.0,0.9411764705882353,82,15.48582995951417,0.0,0.0,False,False,False,larva_007,19.10
1,1068,132.0,0.7702527442685718,0.9816176470588235,1.0,1.0606060606060606,82,2.148876404494382,0.0,0.0,False,False,False,larva_008,19.10
1,934,124.0,0.7633318258202046,0.9719042663891779,1.0,1.0,77,4.095289079229122,0.0,0.0,False,False,False,larva_009,19.10
1,993,128.0,0.7616214611852209,0.9697265625,1.0,1.0,81,7.960725075528701,0.0,0.0,False,False,False,larva_010,19.10
1,971,126.0,0.7685780969099746,0.9808080808080808,1.0,1.096774193548387,80,12.342945417095777,0.0,0.0,False,False,False,larva_011,19.10
1,931,124.0,0.7608800105338444,0.9779411764705882,1.0,1.206896551724138,78,15.338345864661653,0.0,0.0,False,False,False,larva_012,19.10
1,963,126.0,0.7622458365852786,0.9707661290322581,1.0,1.03125,78,1.8535825545171338,0.0,0.0,False,False,False,larva_013,19.10
1,1033,130.0,0.7681101091498831,0.9800759013282733,1.0,1.09375,80,3.9496611810261375,0.0,0.0,False,False,False,larva_014,19.10
1,1074,134.0,0.7516307663077385,0.9589285714285715,1.0,0.9166666666666666,85,4.273743016759776,0.0,0.0,False,False,False,larva_015,19.10
1,1024,130.0,0.7614179591185676,0.9696969696969697,1.0,0.9705882352941176,80,4.482421875,0.0,0.0,False,False,False,larva_016,19.10
1,965,126.0,0.7638289016664526,0.9727822580645161,1.0,0.9696969696969697,80,13.740932642487046,0.0,0.0,False,False,False,larva_017,19.10
1,1045,132.0,0.7536649042702787,0.9595959595959596,1.0,1.0,84,11.712918660287082,0.0,0.0,False,False,False,larva_018,19.10
1,1221,146.0,0.7198132163695135,0.925,1.0,0.8292682926829268,96,27.56756756756757,0.0,0.0,False,False,False,larva_019,19.10
1,978,128.0,0.7501166052760785,0.955078125,1.0,1.0,81,6.779141104294479,0.0,0.0,False,False,False,larva_020,19.10
1,1013,130.0,0.7532386646358487,0.959280303030303,1.0,1.0303030303030303,82,3.272458045409674,0.0,0.0,False,False,False,larva_021,19.10
1,902,122.0,0.7615470501311458,0.9761904761904762,1.0,0.8529411764705882,76,9.046563192904657,0.0,0.0,False,False,False,larva_022,19.10
1,19136,952.5411915779114,0.26502905965989293,0.6588283899399219,9.722839586665293,2.61744966442953,821,9.08810618729097,0.0,0.0,True,True,False,larva_001,19.10
1,3827,259.1543278694153,0.7160632649224465,0.8683911958248242,1.5705076866787888,1.3064516129032258,198,9.594983015416775,0.0,0.0,False,False,False,larva_002,19.10
1,1097,136.0,0.7453129630164367,0.962280701754386,1.0,1.2580645161290323,86,12.087511394712854,0.0,0.0,False,False,False,larva_003,19.10
1,1064,132.0,0.7673679025297383,0.9806451612903225,1.0,1.125,80,4.0742481203007515,0.0,0.0,False,False,False,larva_004,19.10
1,961,126.0,0.7606627715041047,0.9707070707070707,1.0,0.9117647058823529,78,16.451612903225808,0.0,0.0,False,False,False,larva_005,19.10
1,1018,130.0,0.7569565257643572,0.9658444022770398,1.0,0.9142857142857143,83,15.279960707269154,0.0,0.0,False,False,False,larva_006,19.10
1,1157,138.0,0.7634578240292775,0.9722689075630252,1.0,0.9722222222222222,86,2.865168539325843,0.0,0.0,False,False,False,larva_007,19.10
1,3997,281.0121924877167,0.6360535568038607,0.7849567949725059,1.7402770013275652,0.7764705882352941,249,8.485113835376533,0.0,0.0,True,True,False,larva_008,19.10
1,936,124.0,0.764966369344445,0.9780564263322884,1.0,1.1333333333333333,77,1.9070512820512822,0.0,0.0,False,False,False,larva_009,19.10
1,1022,130.0,0.7599308146671641,0.9678030303030303,1.0,1.0303030303030303,82,5.738747553816046,0.0,0.0,False,False,False,larva_010,19.10
1,1031,130.0,0.7666229646984797,0.9763257575757576,1.0,1.0303030303030303,78,2.2259941804073713,0.0,0.0,False,False,False,larva_011,19.10
1,898,122.0,0.7581699013500764,0.9655913978494624,1.0,0.96875,84,23.853006681514476,0.0,0.0,False,False,False,larva_012,19.10
1,992,128.0,0.760854470791278,0.9773399014778326,1.0,1.2,81,4.112903225806451,0.0,0.0,False,False,False,larva_013,19.10
1,1019,130.0,0.757700097990059,0.9649621212121212,1.0,1.0303030303030303,82,2.2522080471050048,0.0,0.0,False,False,False,larva_014,19.10
1,1028,130.0,0.7643922480213745,0.9734848484848485,1.0,1.0303030303030303,81,1.9844357976653697,0.0,0.0,False,False,False,larva_015,19.10
1,989,128.0,0.7585534996094495,0.9667644183773216,1.0,0.9411764705882353,80,2.8361981799797777,0.0,0.0,False,False,False,larva_016,19.10
1,970,126.0,0.7677865643693875,0.9797979797979798,1.0,0.9117647058823529,79,17.350515463917525,0.0,0.0,False,False,False,larva_017,19.10
1,950,126.0,0.7519559135576477,0.9634888438133874,1.0,0.8571428571428571,80,19.594736842105263,0.0,0.0,False,False,False,larva_018,19.10
1,1044,132.0,0.7529436938355702,0.9595588235294118,1.0,0.9428571428571428,84,18.318965517241377,0.0,0.0,False,False,False,larva_019,19.10
1,1027,130.0,0.7636486757956729,0.9780952380952381,1.0,0.8611111111111112,81,21.353456669912365,0.0,0.0,False,False,False,larva_020,19.10
1,1171,142.0,0.7297768294690831,0.938301282051282,1.0,0.825,92,6.968403074295474,0.0,0.0,False,False,False,larva_021,19.10
1,1041,132.0,0.7507800625314451,0.9559228650137741,1.0,1.0,83,3.919308357348703,0.0,0.0,False,False,False,larva_022,19.10
1,987,128.0,0.7570195188215639,0.9638671875,1.0,1.0,81,9.042553191489363,0.0,0.0,False,False,False,larva_023,19.10
1,5735,383.9827550649643,0.48878722384848544,0.5956275640027003,1.9859577806962703,1.3295454545454546,387,29.52397558849172,0.0,0.0,True,True,False,larva_001,19.10
2,39,21.899494767189026,1.021895013480429,1.2580645161290323,1.4229728521573461,1.3333333333333333,3,255.0,0.0,0.0,True,False,True,larva_001,19.10
3,8,7.656854152679443,1.7147432482071245,2.0,1.414213626312762,0.75,2,255.0,0.0,0.0,True,False,True,larva_001,19.10
1,24941,1176.9331095218658,0.22626645110129734,0.6123421023557285,33.754979503829794,2.343137254901961,1039,6.64568381380057,0.0,0.0,True,True,False,larva_002,19.10
1,1145,138.0,0.7555395060618175,0.9670608108108109,1.0,0.868421052631579,106,34.74235807860262,0.0,0.0,False,False,False,larva_003,19.10
1,1057,134.0,0.7397334450533329,0.9591651542649727,1.0,1.3,85,7.2374645222327345,0.0,0.0,False,False,False,larva_004,19.10
1,2028,180.1421355009079,0.7853209822113562,0.9507735583684951,1.1482319525616855,1.065217391304348,130,6.412721893491125,0.0,0.0,False,False,False,larva_005,19.10
1,907,122.0,0.7657684861074825,0.9773706896551724,1.0,1.1,76,2.249173098125689,0.0,0.0,False,False,False,larva_001,20.10
1,965,126.0,0.7638289016664526,0.9727822580645161,1.0,0.9696969696969697,78,18.761658031088082,0.0,0.0,False,False,False,larva_002,20.10
1,1230,144.0,0.7454010347059116,0.9520123839009288,1.0,1.1142857142857143,90,4.975609756097561,0.0,0.0,False,False,False,larva_003,20.10
1,1885,186.0,0.684692120709534,0.9186159844054581,1.0,0.6379310344827587,161,26.244031830238725,0.0,0.0,False,False,False,larva_004,20.10
1,13358,694.5756825208664,0.3479462453640458,0.49612806180244756,3.836930149890554,0.6351351351351351,670,17.753406198532716,0.0,0.0,True,True,False,larva_005,20.10
2,60,27.899494767189026,0.9686534665330087,1.1764705882352942,1.5697243043851217,1.0,6,255.0,0.0,0.0,True,False,True,larva_005,20.10
3,229,63.25483286380768,0.7192136499292575,0.9956521739130435,1.5068420447152153,0.7727272727272727,17,255.0,0.0,0.0,True,False,True,larva_005,20.10
4,35,21.899494767189026,0.9170852685080773,1.320754716981132,2.5214287895343066,0.5,6,255.0,0.0,0.0,True,False,True,larva_005,20.10
5,17,13.656854152679443,1.1454006957012821,1.7,2.2360679049329515,0.42857142857142855,4,255.0,0.0,0.0,True,False,True,larva_005,20.10
6,35,24.727921843528748,0.7192877592087169,1.206896551724138,2.347424285515925,0.45454545454545453,7,255.0,0.0,0.0,True,False,True,larva_005,20.10
1,1184,144.0,0.7175242480421132,0.9199689199689199,1.0,0.85,95,23.260135135135137,0.0,0.0,False,False,False,larva_006,20.10
1,990,128.0,0.7593204900033924,0.966796875,1.0,1.0,81,5.151515151515151,0.0,0.0,False,False,False,larva_007,20.10
1,1127,138.0,0.7436620291106273,0.9486531986531986,1.0,1.088235294117647,88,3.8464951197870456,0.0,0.0,False,False,False,larva_008,20.10
1,907,124.0,0.7412654882429611,0.969017094017094,1.0,0.7297297297297297,80,27.833517089305403,0.0,0.0,False,False,False,larva_009,20.10
1,1017,130.0,0.7562129535386555,0.9630681818181818,1.0,0.9705882352941176,80,0.5014749262536874,0.0,0.0,False,False,False,larva_010,20.10
1,1084,134.0,0.7586291905750358,0.966131907308378,1.0,0.9714285714285714,85,1.1761992619926198,0.0,0.0,False,False,False,larva_011,20.10
1,1273,146.0,0.7504686522836942,0.9702743902439024,1.0,0.7857142857142857,123,34.85467399842891,0.0,0.0,False,False,False,larva_012,20.10
1,1418,154.0,0.7513540871631518,0.9581081081081081,1.0,0.926829268292683,96,5.754583921015515,0.0,0.0,False,False,False,larva_013,20.10
1,995,128.0,0.7631554419731065,0.9726295210166178,1.0,0.9411764705882353,80,4.6130653266331665,0.0,0.0,False,False,False,larva_014,20.10
1,1235,146.0,0.7280666029617929,0.9356060606060606,1.0,1.2058823529411764,93,13.421052631578947,0.0,0.0,False,False,False,larva_015,20.10
